1485534670	1	2022-09-25 14:59:45	2022	09	25	14	59
7396179195	1	2022-09-25 14:59:52	2022	09	25	14	59
8842163091	1	2022-09-25 15:00:01	2022	09	25	15	00
8906250000	1	2022-09-25 15:00:10	2022	09	25	15	00
8856811529	1	2022-09-25 15:00:19	2022	09	25	15	00
8891418454	1	2022-09-25 15:00:28	2022	09	25	15	00
8867614739	1	2022-09-25 15:00:36	2022	09	25	15	00
8853698733	1	2022-09-25 15:00:45	2022	09	25	15	00
8801513668	1	2022-09-25 15:00:54	2022	09	25	15	00
8829895031	1	2022-09-25 15:01:03	2022	09	25	15	01
8836486810	1	2022-09-25 15:01:12	2022	09	25	15	01
8835388190	1	2022-09-25 15:01:21	2022	09	25	15	01
8842346185	1	2022-09-25 15:01:29	2022	09	25	15	01
8908996580	1	2022-09-25 15:01:38	2022	09	25	15	01
8661071776	1	2022-09-25 15:01:47	2022	09	25	15	01
8586181644	1	2022-09-25 15:01:56	2022	09	25	15	01
8893249508	1	2022-09-25 15:02:12	2022	09	25	15	02
8822387697	1	2022-09-25 15:02:21	2022	09	25	15	02
8884277350	1	2022-09-25 15:02:30	2022	09	25	15	02
8796936036	1	2022-09-25 15:02:39	2022	09	25	15	02
8903320313	1	2022-09-25 15:02:47	2022	09	25	15	02
8820556630	1	2022-09-25 15:02:56	2022	09	25	15	02
8784484868	1	2022-09-25 15:03:05	2022	09	25	15	03
8781921382	1	2022-09-25 15:03:14	2022	09	25	15	03
8826599127	1	2022-09-25 15:03:23	2022	09	25	15	03
8735229491	1	2022-09-25 15:03:31	2022	09	25	15	03
8590209966	1	2022-09-25 15:03:40	2022	09	25	15	03
8738708488	1	2022-09-25 15:03:49	2022	09	25	15	03
8773864752	1	2022-09-25 15:03:58	2022	09	25	15	03
8742919919	1	2022-09-25 15:04:06	2022	09	25	15	04
8392089850	1	2022-09-25 15:04:15	2022	09	25	15	04
8554321284	1	2022-09-25 15:04:23	2022	09	25	15	04
8796752928	1	2022-09-25 15:04:23	2022	09	25	15	04
8852966315	1	2022-09-25 15:04:32	2022	09	25	15	04
8503051746	1	2022-09-25 15:04:41	2022	09	25	15	04
8933715822	1	2022-09-25 15:04:50	2022	09	25	15	04
8982971199	1	2022-09-25 15:04:59	2022	09	25	15	04
8985717765	1	2022-09-25 15:05:08	2022	09	25	15	05
